source,key/id,uk,es,fr,de,note
dict,Заземлення 5-4-3-2-1,Заземлення 5-4-3-2-1,Anclaje 5-4-3-2-1,Ancrage 5-4-3-2-1,Erdung 5-4-3-2-1,
dict,Закрити,Закрити,Cerrar,Fermer,Schließen,
dict,Закрити цю ціль? Вона перейде в закриті.,Закрити цю ціль? Вона перейде в закриті.,¿Cerrar este objetivo? Pasará a los cerrados.,Clore cet objectif ? Il passera dans les objectifs clos.,Dieses Ziel abschließen? Es wird zu den abgeschlossenen Zielen verschoben.,
dict,Закрити ціль,Закрити ціль,Cerrar objetivo,Clore l'objectif,Ziel abschließen,
dict,Закритих цілей немає.,Закритих цілей немає.,No hay objetivos cerrados.,Aucun objectif clôturé.,Keine abgeschlossenen Ziele.,
dict,Закриті цілі,Закриті цілі,Objetivos cerrados,Objectifs clôturés,Abgeschlossene Ziele,
dict,Залишилось ,Залишилось ,Restante ,Restant ,Verbleibend ,
dict,Залізний,Залізний,De hierro,De fer,Eisern,
dict,Замало,Замало,Insuficiente,Pas assez,Zu wenig,
dict,Замало для запису,Замало для запису,Muy poco para registrar,Trop court pour enregistrer,Zu kurz zum Speichern,
dict,"Занурення в холод сильно підіймає рівень норадреналіну та дофаміну, і цей підйом тримається годинами. Саме тому після холоду зʼявляється чіткість і піднесення.","Занурення в холод сильно підіймає рівень норадреналіну та дофаміну, і цей підйом тримається годинами. Саме тому після холоду зʼявляється чіткість і піднесення.","La inmersión en frío eleva mucho la noradrenalina y la dopamina, y ese aumento dura horas. Por eso tras el frío llegan la claridad y el ánimo.","L'immersion dans le froid élève fortement la noradrénaline et la dopamine, et cette hausse dure des heures. D'où la clarté et l'entrain après le froid.","Kälteeintauchen hebt Noradrenalin und Dopamin stark an, und dieser Anstieg hält Stunden an. Deshalb folgen nach der Kälte Klarheit und Aufschwung.",
dict,"Занурення у крижану воду — потужне відновлення після навантажень і тренування стійкості. Контролюй дихання, виходь, якщо німіють кінцівки або сильно трусить.","Занурення у крижану воду — потужне відновлення після навантажень і тренування стійкості. Контролюй дихання, виходь, якщо німіють кінцівки або сильно трусить.","La inmersión en agua helada es una recuperación potente tras el esfuerzo y un entrenamiento de resistencia. Controla la respiración, sal si se te entumecen las extremidades o tiritas fuerte.","L'immersion en eau glacée est une récupération puissante après l'effort et un entraînement à la résilience. Contrôle ta respiration, sors si tes extrémités s'engourdissent ou si tu trembles fort.","Eintauchen in eiskaltes Wasser ist eine kraftvolle Erholung nach Belastung und ein Resilienztraining. Kontrolliere die Atmung, steig aus, wenn Gliedmaßen taub werden oder du stark zitterst.",
dict,Запитати наставника,Запитати наставника,Preguntar al mentor,Demander au mentor,Mentor fragen,
dict,Запитати ›,Запитати ›,Preguntar ›,Demander ›,Fragen ›,
dict,Заплющ очі та зморщ усе обличчя.,Заплющ очі та зморщ усе обличчя.,Cierra los ojos y arruga toda la cara.,Ferme les yeux et plisse tout le visage.,Schließe die Augen und verziehe das ganze Gesicht.,
dict,Запросити,Запросити,Invitar,Inviter,Einladen,
dict,Запросити друга ›,Запросити друга ›,Invitar a un amigo ›,Inviter un ami ›,Einen Freund einladen ›,
dict,Запросити людину,Запросити людину,Invitar a una persona,Inviter une personne,Person einladen,
dict,Запрошення,Запрошення,Invitaciones,Invitations,Einladungen,
dict,Запрошення надіслано,Запрошення надіслано,Invitación enviada,Invitation envoyée,Einladung gesendet,
dict,Запрошення у спільноту,Запрошення у спільноту,Invitación a la comunidad,Invitation à la communauté,Einladung in die Gemeinschaft,
dict,Заряд бадьорості й дофаміну,Заряд бадьорості й дофаміну,Un chute de vitalidad y dopamina,Un shot de vivacité et de dopamine,Ein Schub Frische und Dopamin,
dict,Засинання супроводжується падінням внутрішньої температури тіла. Прохолодна спальня (близько 18–19 °C) підтримує цей процес і покращує глибину сну.,Засинання супроводжується падінням внутрішньої температури тіла. Прохолодна спальня (близько 18–19 °C) підтримує цей процес і покращує глибину сну.,Dormirse va acompañado de una caída de la temperatura corporal interna. Un dormitorio fresco (unos 18–19 °C) apoya este proceso y mejora la profundidad del sueño.,L'endormissement s'accompagne d'une baisse de la température interne. Une chambre fraîche (environ 18–19 °C) soutient ce processus et améliore la profondeur du sommeil.,Das Einschlafen geht mit einem Absinken der Körperkerntemperatur einher. Ein kühles Schlafzimmer (etwa 18–19 °C) unterstützt das und verbessert die Schlaftiefe.,
dict,Засинання та зняття тривоги,Засинання та зняття тривоги,Conciliar el sueño y aliviar la ansiedad,S'endormir et apaiser l'anxiété,Einschlafen und Angst lösen,
dict,Заспокоює розум і тіло,Заспокоює розум і тіло,Calma la mente y el cuerpo,Calme l'esprit et le corps,Beruhigt Geist und Körper,
dict,Затримай,Затримай,Retén,Retiens,Halte,
dict,Затримай на видиху,Затримай на видиху,Retén en la exhalación,Retiens sur l'expiration,Halte beim Ausatmen,
dict,Затримка 2 хв,Затримка 2 хв,Retención de 2 min,Rétention de 2 min,Atempause 2 Min,
dict,Затримка 3 хв,Затримка 3 хв,Retención de 3 min,Rétention de 3 min,Atempause 3 Min,
dict,Затримка 4 хв,Затримка 4 хв,Retención de 4 min,Rétention de 4 min,Atempause 4 Min,
dict,Затримка 5 хв,Затримка 5 хв,Retención de 5 min,Rétention de 5 min,Atempause 5 Min,
dict,Затримка 60 с,Затримка 60 с,Retención de 60 s,Rétention de 60 s,Atempause 60 s,
dict,Затримка дихання тренує толерантність до CO₂,Затримка дихання тренує толерантність до CO₂,Retener la respiración entrena la tolerancia al CO₂,Retenir sa respiration entraîne la tolérance au CO₂,Luftanhalten trainiert die CO₂-Toleranz,
